generic,disease,min_age_d,max_age_d,min_age_m,max_age_m,min_age_y,max_age_y,min_weight,max_weight,min_dose_dw_mg,max_dose_dw_mg,min_dose_dw_iu,max_dose_dw_iu,limit_mg,limit_iu,min_dose_dd_mg,max_dose_dd_mg,min_dose_dd_UNIT,max_dose_dd_iu,route,
Ampicillin,Skin or Soft Tissue Infection,,,1,,,11,39.6,,,,,,,,1000,2000,,,IV,
Ampicillin,Surgical Prophylaxis,,,,,12,120,,,,,,,,,2000,4000,,,IV,
Ampicillin,Surgical Prophylaxis,,,1,,,11,,,50,100,,,2000,,,,,,IM,
Ampicillin,Surgical Prophylaxis,,,1,,,11,,,50,100,,,2000,,,,,,IV,
Ampicillin,Typhoid Fever,,,,,12,120,,,,,,,,,2000,2500,,,IM,
Ampicillin,Typhoid Fever,,,,,12,120,,,,,,,,,2000,2500,,,IV,
Ampicillin,Typhoid Fever,,,,,12,120,,,,,,,,,2000,2500,,,PO,
Ampicillin,Typhoid Fever,,,1,,,11,,39.5,50,62.5,,,,,,,,,IM,
Ampicillin,Typhoid Fever,,,1,,,11,39.6,,,,,,,,2000,2500,,,IM,
Ampicillin,Typhoid Fever,,,1,,,11,,39.5,50,62.5,,,,,,,,,IV,
Ampicillin,Typhoid Fever,,,1,,,11,39.6,,,,,,,,2000,2500,,,IV,
Ampicillin,Typhoid Fever,,,1,,,11,19.6,,,,,,,,2000,2500,,,PO,
Ampicillin,Typhoid Fever,,,1,,,11,,19.5,25,31.25,,,,,2000,2500,,,PO,
Ampicillin,Upper Respiratory Tract Infection,,,,,12,120,,,,,,,,,1000,2000,,,IM,
Ampicillin,Upper Respiratory Tract Infection,,,,,12,120,,,,,,,,,1000,2000,,,IV,
Ampicillin,Upper Respiratory Tract Infection,,,,,12,120,,,,,,,,,1000,1250,,,PO,
Ampicillin,Upper Respiratory Tract Infection,,,1,,,11,,39.5,25,50,,,,,,,,,IM,
Ampicillin,Upper Respiratory Tract Infection,,,1,,,11,39.6,,,,,,,,1000,2000,,,IM,
Ampicillin,Upper Respiratory Tract Infection,,,1,,,11,,39.5,25,50,,,,,,,,,IV,
Ampicillin,Upper Respiratory Tract Infection,,,1,,,11,39.6,,,,,,,,1000,2000,,,IV,
Ampicillin,Upper Respiratory Tract Infection,,,1,,,11,19.6,,,,,,,,1000,1250,,,PO,
Ampicillin,Upper Respiratory Tract Infection,,,1,,,11,,19.5,50,62.5,,,,,,,,,PO,
Ampicillin,Urinary Tract Infection,,,,,12,120,,,,,,,,,2000,2500,,,IM,
Ampicillin,Urinary Tract Infection,,,,,12,120,,,,,,,,,2000,2500,,,IV,
Ampicillin,Urinary Tract Infection,,,,,12,120,,,,,,,,,2000,2500,,,PO,
Ampicillin,Urinary Tract Infection,,,1,,,11,,39.5,50,62.5,,,,,,,,,IM,
Ampicillin,Urinary Tract Infection,,,1,,,11,39.6,,,,,,,,2000,2500,,,IM,
Ampicillin,Urinary Tract Infection,,,1,,,11,,39.5,50,62.5,,,,,,,,,IV,
Ampicillin,Urinary Tract Infection,,,1,,,11,39.6,,,,,,,,2000,2500,,,IV,
Ampicillin,Urinary Tract Infection,,,1,,,11,19.6,,,,,,,,2000,2500,,,PO,
Ampicillin,Urinary Tract Infection,,,1,,,11,,19.5,25,31.25,,,,,,,,,PO,
Artemether,Malaria,,,,,12,120,,,,,,,,,80,160,,,PO,
Artemether,Malaria,,,,,,,5,14.5,,,,,,,40,60,,,PO,
Artemether,Malaria,,,,,,,36.5,,,,,,,,160,180,,,PO,
Artemether,Malaria,,,,,,,14.6,24.5,,,,,,,80,100,,,PO,
Artemether,Malaria,,,,,,,24.6,34.5,,,,,,,120,140,,,PO,
Artemether + Lumefantrine,Malaria,,,,,12,120,,,,,,,,,80,160,,,PO,
Artemether + Lumefantrine,Malaria,,,,,,,5,14.5,,,,,,,40,60,,,PO,
Artemether + Lumefantrine,Malaria,,,,,,,36.5,,,,,,,,160,180,,,PO,
Artemether + Lumefantrine,Malaria,,,,,,,14.6,24.5,,,,,,,80,100,,,PO,
Artemether + Lumefantrine,Malaria,,,,,,,24.6,34.5,,,,,,,120,140,,,PO,
Artesunate,Malaria,,,,,1,3,,,,,,,,,25,50,,,PO,
Artesunate,Malaria,,,,,4,5,,,,,,,,,50,100,,,PO,
Artesunate,Malaria,,,,,6,11,,,50,150,,,,,,,,,PO,
Artesunate,Malaria,,,,,12,120,,,,,,,,,100,200,,,PO,
Artesunate,Malaria,,,,,1,3,,,,,,,,,25,50,,,IV,
Artesunate,Malaria,,,,,4,5,,,,,,,,,50,100,,,IV,
Artesunate,Malaria,,,,,6,11,,,50,150,,,,,,,,,IV,
Artesunate,Malaria,,,,,12,120,,,,,,,,,100,200,,,IV,
Azithromycin,Babesiosis,,,,,12,120,,,,,,,,,500,1000,,,IV,
Azithromycin,Babesiosis,,,,,12,120,,,,,,,,,250,1000,,,PO,
Azithromycin,Babesiosis,,,1,,,11,,,5,10,,,500,,,,,,PO,
Azithromycin,Bacterial Endocarditis Prophylaxis,,,,,12,120,,,,,,,,,500,1000,,,PO,
Azithromycin,Bacterial Endocarditis Prophylaxis,,,1,,,11,,,15,30,,,500,,,,,,IM,
Azithromycin,Bacterial Endocarditis Prophylaxis,,,1,,,11,,,15,30,,,500,,,,,,IV,
Azithromycin,Bacterial Infection,,,,,12,120,,,,,,,,,250,500,,,PO,
Azithromycin,Bartonellosis,,,,,12,120,,,,,,,,,250,500,,,PO,
Azithromycin,Bartonellosis,,,1,,,11,,44.5,5,10,,,,,,,,,PO,
Azithromycin,Bartonellosis,,,1,,,11,44.6,,,,,,,,250,500,,,PO,
Azithromycin,Bronchitis,,,,,18,120,,,,,,,,,250,500,,,PO,
Azithromycin,Campylobacter Gastroenteritis,,,,,12,120,,,,,,,,,500,1000,,,PO,
Azithromycin,Cervicitis,,,,,18,120,,,,,,,,,1000,2000,,,PO,
Azithromycin,Chancroid,,,,,18,120,,,,,,,,,1000,2000,,,PO,
Azithromycin,Chlamydia Infection,,,,,12,120,,,,,,,,,1000,2000,,,PO,
Azithromycin,Chlamydia Infection,,,1,3,,,,,20,40,,,,,,,,,PO,
Azithromycin,Chlamydia Infection,,,3,,,11,,,,,,,,,1000,2000,,,PO,
Azithromycin,Gonococcal Infection - Uncomplicated,,,,,12,120,,,,,,,,,2000,4000,,,PO,
Azithromycin,Granuloma Inguinale,,,,,18,120,,,,,,,,,500,1000,,,PO,
Azithromycin,Legionella Pneumonia,,,,,12,120,,,,,,,,,500,1000,,,IV,
Azithromycin,Legionella Pneumonia,,,,,12,120,,,,,,,,,250,500,,,PO,
Azithromycin,Legionella Pneumonia,,,6,,,11,,,5,10,,,500,,,,,,PO,
Azithromycin,Lyme Disease - Erythema Chronicum Migrans,,,,,18,120,,,,,,,,,500,1000,,,PO,
Azithromycin,Lyme Disease - Erythema Chronicum Migrans,,,1,,,11,,,10,20,,,500,,,,,,IM,
Azithromycin,Lyme Disease - Erythema Chronicum Migrans,,,1,,,11,,,10,20,,,500,,,,,,IV,
Azithromycin,Mycobacterium avium-intracellulare - Prophylaxis,,,,,12,120,,,,,,,,,200,600,,,PO,
Azithromycin,Mycobacterium avium-intracellulare - Prophylaxis,,,1,,,11,,,5,20,,,,,,,,,PO,
Azithromycin,Mycobacterium avium-intracellulare - Treatment,,,,,12,120,,,,,,,,,250,600,,,PO,
Azithromycin,Mycobacterium avium-intracellulare - Treatment,,,1,,,11,,,10,12,,,,,,,,,PO,
Azithromycin,Mycobacterium kansasii,,,,,18,120,,,,,,,,,250,600,,,PO,
Azithromycin,Mycoplasma Pneumonia,,,,,12,120,,,,,,,,,500,1000,,,IV,
Azithromycin,Mycoplasma Pneumonia,,,,,12,120,,,,,,,,,250,500,,,PO,
Azithromycin,Mycoplasma Pneumonia,,,6,,,11,,,5,10,,,500,,,,,,PO,
Azithromycin,Nongonococcal Urethritis,,,,,18,120,,,,,,,,,500,1000,,,PO,
Azithromycin,Otitis Media,,,6,,,11,,,5,10,,,500,,,,,,PO,
Azithromycin,Pelvic Inflammatory Disease,,,,,18,120,,,,,,,,,500,1000,,,IV,
Azithromycin,Pelvic Inflammatory Disease,,,,,18,120,,,,,,,,,250,500,,,PO,
Azithromycin,Pertussis Prophylaxis,,,,,12,120,,,,,,,,,250,500,,,PO,
Azithromycin,Pertussis Prophylaxis,,,,,12,120,,,,,,,,,250,500,,,PO,
Azithromycin,Pertussis Prophylaxis,,,1,,,11,,,5,10,,,500,,,,,,PO,
Azithromycin,Pertussis Prophylaxis,,,1,,,11,,,5,10,,,500,,,,,,PO,
Azithromycin,Pneumonia,,,,,12,120,,,,,,,,,500,1000,,,IV,
Azithromycin,Pneumonia,,,,,12,120,,,,,,,,,250,500,,,PO,
Azithromycin,Pneumonia,,,6,,,11,,,5,10,,,500,,,,,,PO,
Azithromycin,Shigellosis,,,,,12,120,,,,,,,,,500,1000,,,PO,
Azithromycin,Sinusitis,,,,,12,120,,,,,,,,,500,1000,,,PO,
Azithromycin,Sinusitis,,,6,,,11,,,10,15,,,500,,,,,,PO,
Azithromycin,Skin and Structure Infection,,,,,12,120,,,,,,,,,250,500,,,PO,
Azithromycin,Skin and Structure Infection,,,1,,,11,,44.5,5,10,,,,,,,,,PO,
Azithromycin,Skin and Structure Infection,,,1,,,11,44.6,,,,,,,,250,500,,,PO,
Azithromycin,Syphilis - Early,,,,,12,120,,,,,,,,,2000,4000,,,PO,
Azithromycin,Tonsillitis/Pharyngitis,,,,,2,11,,,12,24,,,500,,,,,,PO,
Azithromycin,Tonsillitis/Pharyngitis,,,,,12,120,,,,,,,,,250,500,,,PO,
Aztreonam,Bacteremia,,,,,18,120,,,,,,,,,6000,8000,,,IV,
Aztreonam,Bacterial Infection,,,,,18,120,,,,,,,,,2000,6000,,,IV,
Aztreonam,Bacterial Infection,1,7,,,,,2.1,,90,120,,,,,,,,,IV,
Aztreonam,Bacterial Infection,8,29,,,,,2.1,,120,150,,,,,,,,,IV,
Aztreonam,Bacterial Infection,8,29,,,,,,1.19,60,90,,,,,,,,,IV,
Aztreonam,Bacterial Infection,1,7,,,,,,2,60,90,,,,,,,,,IV,
Aztreonam,Bacterial Infection,8,29,,,,,1.2,2,90,120,,,,,,,,,IV,
Aztreonam,Bacterial Infection,,,1,,,18,,,90,120,,,,,,,,,IV,
Aztreonam,Febrile Neutropenia,,,,,18,120,,,,,,,,,6000,8000,,,IV,
Aztreonam,Intraabdominal Infection,,,,,18,120,,,,,,,,,2000,6000,,,IV,
Aztreonam,Intraabdominal Infection,1,7,,,,,2.1,,90,120,,,,,,,,,IV,
Aztreonam,Intraabdominal Infection,8,29,,,,,2.1,,120,150,,,,,,,,,IV,
Aztreonam,Intraabdominal Infection,8,29,,,,,,1.19,60,90,,,,,,,,,IV,
Aztreonam,Intraabdominal Infection,1,7,,,,,,2,60,90,,,,,,,,,IV,
Aztreonam,Intraabdominal Infection,8,29,,,,,1.2,2,90,120,,,,,,,,,IV,
Aztreonam,Intraabdominal Infection,,,1,,,18,,,90,120,,,8000,,,,,,IV,
Aztreonam,Osteomyelitis,,,,,18,120,,,,,,,,,2000,6000,,,IV,
Aztreonam,Pelvic Inflammatory Disease,,,,,18,120,,,,,,,,,2000,6000,,,IV,
Aztreonam,Peritonitis,,,,,18,120,,,,,,,,,2000,6000,,,IV,
Aztreonam,Pneumonia,,,,,18,120,,,,,,,,,2000,6000,,,IV,
Aztreonam,Pneumonia,1,7,,,,,2.1,,90,120,,,,,,,,,IV,
Aztreonam,Pneumonia,8,29,,,,,2.1,,120,150,,,,,,,,,IV,
Aztreonam,Pneumonia,8,29,,,,,,1.19,60,90,,,,,,,,,IV,
Aztreonam,Pneumonia,1,7,,,,,,2,60,90,,,,,,,,,IV,
Aztreonam,Pneumonia,8,29,,,,,1.2,2,90,120,,,,,,,,,IV,
Aztreonam,Pneumonia,,,1,,,18,,,90,120,,,,,,,,,IV,
Aztreonam,Pyelonephritis,,,,,18,120,,,,,,,,,2000,6000,,,IV,
Aztreonam,Skin and Structure Infection,1,7,,,,,2.1,,90,120,,,,,,,,,IV,
Aztreonam,Skin and Structure Infection,8,29,,,,,2.1,,120,150,,,,,,,,,IV,
Aztreonam,Skin and Structure Infection,8,29,,,,,,1.19,60,90,,,,,,,,,IV,
Aztreonam,Skin and Structure Infection,1,7,,,,,,2,60,90,,,,,,,,,IV,
Aztreonam,Skin and Structure Infection,8,29,,,,,1.2,2,90,120,,,,,,,,,IV,
Aztreonam,Skin and Structure Infection,,,1,,,18,,,90,120,,,,,,,,,IV,
Aztreonam,Skin or Soft Tissue Infection,,,,,18,120,,,,,,,,,2000,6000,,,IV,
Aztreonam,Urinary Tract Infection,,,,,18,120,,,,,,,,,1000,3000,,,IV,
Aztreonam,Urinary Tract Infection,1,7,,,,,2.1,,90,120,,,,,,,,,IV,
Aztreonam,Urinary Tract Infection,8,29,,,,,2.1,,120,150,,,,,,,,,IV,
Aztreonam,Urinary Tract Infection,8,29,,,,,,1.19,60,90,,,,,,,,,IV,
Aztreonam,Urinary Tract Infection,1,7,,,,,,2,60,90,,,,,,,,,IV,
Aztreonam,Urinary Tract Infection,8,29,,,,,1.2,2,90,120,,,,,,,,,IV,
Aztreonam,Urinary Tract Infection,,,1,,,18,,,90,120,,,,,,,,,IV,
Benzathine Penicillin,Bejel,,,,,12,120,,,,,,,,,,,1200000,2400000,IM,
Benzathine Penicillin,Congenital Syphilis,29,,,,,2,,,37.5,40,50000,50000,,2400000,,,,,IM,
Benzathine Penicillin,Congenital Syphilis,1,29,,,,,,,37.5,40,50000,50000,,2400000,,,,,IM,
Benzathine Penicillin,Glomerulonephritis,,,,,12,120,,,,,,,,,,,1200000,2400000,IM,
Benzathine Penicillin,Neurosyphilis,,,,,12,120,,,,,,,,,,,2400000,3600000,IM,
Benzathine Penicillin,Pharyngitis,,,,,12,120,,,,,,,,,,,1200000,2400000,IM,
Benzathine Penicillin,Pharyngitis,,,1,,,11,,26.5,,,,,,,,,300000,600000,IM,
Benzathine Penicillin,Pharyngitis,,,1,,,11,26.6,,,,,,,,,,600000,1200000,IM,
Benzathine Penicillin,Pinta,,,,,12,120,,,,,,,,,,,1200000,2400000,IM,
Benzathine Penicillin,Rheumatic Fever Prophylaxis,,,,,12,120,,,,,,,,,,,1200000,2400000,IM,
Benzathine Penicillin,Rheumatic Fever Prophylaxis,,,1,,,11,,26.5,,,,,,,,,300000,600000,IM,
Benzathine Penicillin,Rheumatic Fever Prophylaxis,,,1,,,11,26.6,,,,,,,,,,600000,1200000,IM,
Benzathine Penicillin,Streptococcal Infection,,,,,12,120,,,,,,,,,,,1200000,2400000,IM,
Benzathine Penicillin,Streptococcal Infection,,,1,,,11,,26.5,,,,,,,,,300000,600000,IM,
Benzathine Penicillin,Streptococcal Infection,,,1,,,11,26.6,,,,,,,,,,600000,1200000,IM,
Benzathine Penicillin,Syphilis - Early,,,,,12,120,,,,,,,,,,,1200000,2400000,IM,
Benzathine Penicillin,Syphilis - Early,,,1,,,11,,,,,50000,100000,,2400000,,,,,IM,
Benzathine Penicillin,Syphilis - Latent,,,,,12,120,,,,,,,,,,,2400000,3600000,IM,
Benzathine Penicillin,Syphilis - Latent,,,1,,,11,,,,,50000,100000,,2400000,,,,,IM,
Benzathine Penicillin,Tertiary Syphilis,,,,,12,120,,,,,,,,,,,2400000,3600000,IM,
Benzathine Penicillin,Tonsillitis/Pharyngitis,,,,,12,120,,,,,,,,,,,1200000,2400000,IM,
Benzathine Penicillin,Tonsillitis/Pharyngitis,,,1,,,11,,26.5,,,,,,,,,300000,600000,IM,
Benzathine Penicillin,Tonsillitis/Pharyngitis,,,1,,,11,26.6,,,,,,,,,,600000,1200000,IM,
Benzathine Penicillin,Upper Respiratory Tract Infection,,,,,12,120,,,,,,,,,,,1200000,2400000,IM,
Benzathine Penicillin,Upper Respiratory Tract Infection,,,1,,,11,,26.5,,,,,,,,,300000,600000,IM,
Benzathine Penicillin,Upper Respiratory Tract Infection,,,1,,,11,26.6,,,,,,,,,,600000,1200000,IM,
Benzathine Penicillin,Yaws,,,,,12,120,,,,,,,,,,,1200000,2400000,IM,
Benzyl Penicillin,Actinomycosis,,,,,12,120,,,,,,,,,1200,2400,,,IV,
Benzyl Penicillin,Anthrax,,,,,12,120,,,,,,,,,4800,6000,,,IV,
Benzyl Penicillin,Anthrax,,,1,,,11,,,240,300,,,14400,,,,,,IV,
Benzyl Penicillin,Bacterial Endocarditis Prophylaxis,,,,,12,120,,,,,,,,,7200,14400,,,IV,
Benzyl Penicillin,Bacterial Endocarditis Prophylaxis,,,,,12,120,,,,,,,,,7200,14400,,,IV,
Benzyl Penicillin,Bacterial Endocarditis Prophylaxis,,,1,,,11,,,120,180,,,14400,,,,,,IV,
Benzyl Penicillin,Bacterial Meningitis,,,,,12,120,,,,,,,,,7200,14400,,,IV,
Benzyl Penicillin,Bacterial Meningitis,,,1,,,11,,,180,240,,,14400,,,,,,IV,
Benzyl Penicillin,Botulism,,,,,12,120,,,,,,,,,7200,12000,,,IV,
Benzyl Penicillin,Brain abscess,,,,,12,120,,,,,,,,,600,14400,,,IV,
Benzyl Penicillin,Brain abscess,,,1,,,11,,,18,300,,,,,,,,,IM,
Benzyl Penicillin,Brain abscess,,,1,,,11,,,18,300,,,,,,,,,IV,
Benzyl Penicillin,Diphtheria,,,,,12,120,,,,,,,,,1200,1800,,,IV,
Benzyl Penicillin,Diphtheria,,,1,,,11,,,90,150,,,,,,,,,IM,
Benzyl Penicillin,Diphtheria,,,1,,,11,,,90,150,,,,,,,,,IV,
Benzyl Penicillin,Gas gangrene,,,,,12,120,,,,,,,,,600,14400,,,IV,
Benzyl Penicillin,Gas gangrene,,,1,,,11,,,18,300,,,,,,,,,IM,
Benzyl Penicillin,Gas gangrene,,,1,,,11,,,18,300,,,,,,,,,IV,
Benzyl Penicillin,Leptospirosis,,,,,12,120,,,,,,,,,600,14400,,,IV,
Benzyl Penicillin,Leptospirosis,,,1,,,11,,,18,300,,,,,,,,,IM,
Benzyl Penicillin,Leptospirosis,,,1,,,11,,,18,300,,,,,,,,,IV,
Benzyl Penicillin,Listeriosis,,,,,12,120,,,,,,,,,600,14400,,,IV,
Benzyl Penicillin,Listeriosis,,,1,,,11,,,18,300,,,,,,,,,IM,
Benzyl Penicillin,Listeriosis,,,1,,,11,,,18,300,,,,,,,,,IV,
Benzyl Penicillin,Lyme Disease,,,,,12,120,,,,,,,,,10800,18000,,,IV,
Benzyl Penicillin,Lyme Disease,,,1,,,11,,,120,240,,,,,,,,,IV,
Benzyl Penicillin,Meningitis - Streptococcus Group B,,,,,12,120,,,,,,,,,3000,6000,,,IV,
Benzyl Penicillin,Meningococcal Disease,,,,,12,120,,,,,,,,,9600,14400,,,IV,
Benzyl Penicillin,Meningococcal Disease,,,1,,,11,,,180,300,,,,,,,,,IV,
Benzyl Penicillin,Meningococcal Disease,1,29,,,,,,,100,200,,,,,,,,,IV,
Benzyl Penicillin,Neurosyphilis,,,,,12,120,,,,,,,,,7200,9600,,,IV,
Benzyl Penicillin,Neurosyphilis,,,1,,,11,,,120,160,,,14400,,,,,,IV,
Benzyl Penicillin,Osteomyelitis,,,,,12,120,,,,,,,,,600,14400,,,IV,
Benzyl Penicillin,Osteomyelitis,,,1,,,11,,,18,300,,,,,,,,,IM,
Benzyl Penicillin,Osteomyelitis,,,1,,,11,,,18,300,,,,,,,,,IV,
Benzyl Penicillin,Pasteurella infection,,,,,12,120,,,,,,,,,600,14400,,,IV,
Benzyl Penicillin,Pasteurella infection,,,1,,,11,,,18,300,,,,,,,,,IM,
Benzyl Penicillin,Pasteurella infection,,,1,,,11,,,18,300,,,,,,,,,IV,
Benzyl Penicillin,Rat bite fever,,,,,12,120,,,,,,,,,7200,12000,,,IV,
Benzyl Penicillin,Respiratory Track Infections,,,,,12,120,,,,,,,,,600,14400,,,IV,
Benzyl Penicillin,Respiratory Track Infections,,,1,,,11,,,18,300,,,,,,,,,IM,
Benzyl Penicillin,Respiratory Track Infections,,,1,,,11,,,18,300,,,,,,,,,IV,
Benzyl Penicillin,Septicemia,,,,,12,120,,,,,,,,,600,14400,,,IV,
Benzyl Penicillin,Septicemia,,,1,,,11,,,18,300,,,,,,,,,IM,
Benzyl Penicillin,Septicemia,,,1,,,11,,,18,300,,,,,,,,,IV,
Benzyl Penicillin,Severe Leptospirosis,,,,,12,120,,,,,,,,,2400,4800,,,IV,
Benzyl Penicillin,Severe Leptospirosis,,,1,,,11,,,120,150,,,,,,,,,IV,
Benzyl Penicillin,Skin or Soft Tissue Infection,,,,,12,120,,,,,,,,,600,14400,,,IV,
Benzyl Penicillin,Skin or Soft Tissue Infection,,,1,,,11,,,18,300,,,,,,,,,IM,
Benzyl Penicillin,Skin or Soft Tissue Infection,,,1,,,11,,,18,300,,,,,,,,,IV,
Benzyl Penicillin,Suspected Meningococcal Infection,,,,,1,9,,,,,,,,,600,1200,,,IM,
Benzyl Penicillin,Suspected Meningococcal Infection,,,,,1,9,,,,,,,,,600,1200,,,IV,
Benzyl Penicillin,Suspected Meningococcal Infection,,,,,12,120,,,,,,,,,1200,1800,,,IV,
Benzyl Penicillin,Suspected Meningococcal Infection,29,,,,,1,,,,,,,,,300,600,,,IM,
Benzyl Penicillin,Suspected Meningococcal Infection,29,,,,,1,,,,,,,,,300,600,,,IV,
Benzyl Penicillin,Tetanus,,,,,12,120,,,,,,,,,7200,12000,,,IV,
Benzyl Penicillin+  Procaine Penicillin,Anthrax,,,,,12,120,,,,,,,,,600,1200,,,IM,
Benzyl Penicillin+  Procaine Penicillin,Bacterial Endocarditis Prophylaxis,,,,,12,120,,,,,,,,,600,1200,,,IM,
Benzyl Penicillin+  Procaine Penicillin,Diphtheria,,,,,12,120,,,,,,,,,300,600,,,IM,
Benzyl Penicillin+  Procaine Penicillin,Neurosyphilis,,,,,12,120,,,,,,,,,600,2400,,,IM,
Benzyl Penicillin+  Procaine Penicillin,Otitis Media,,,,,12,120,,,,,,,,,1200,2400,,,IM,
Benzyl Penicillin+  Procaine Penicillin,Otitis Media,,,1,,,11,,,,,,,,,600,1200,,,IM,
Benzyl Penicillin+  Procaine Penicillin,Pneumonia,,,,,12,120,,,,,,,,,600,1200,,,IM,
Benzyl Penicillin+  Procaine Penicillin,Pneumonia,,,1,,,11,,,,,,,,,600,1200,,,IM,
Benzyl Penicillin+  Procaine Penicillin,Rat bite fever,,,,,12,120,,,,,,,,,600,1200,,,IM,
Benzyl Penicillin+  Procaine Penicillin,Skin or Soft Tissue Infection,,,,,12,120,,,,,,,,,1200,2400,,,IM,
Benzyl Penicillin+  Procaine Penicillin,Skin or Soft Tissue Infection,,,1,,,11,,13.55,,,,,,,600,900,,,IM,
Benzyl Penicillin+  Procaine Penicillin,Skin or Soft Tissue Infection,,,1,,,11,27.26,,,,,,,,1200,2400,,,IM,
Benzyl Penicillin+  Procaine Penicillin,Skin or Soft Tissue Infection,,,1,,,11,13.56,27.25,,,,,,,900,1200,,,IM,
Benzyl Penicillin+  Procaine Penicillin,Staphylococcul Infections,,,,,12,120,,,,,,,,,600,1200,,,IM,
Benzyl Penicillin+  Procaine Penicillin,Streptococcal Infection,,,1,,,11,,13.55,,,,,,,600,900,,,IM,
Benzyl Penicillin+  Procaine Penicillin,Streptococcal Infection,,,1,,,11,27.26,,,,,,,,1200,2400,,,IM,
Benzyl Penicillin+  Procaine Penicillin,Streptococcal Infection,,,1,,,11,13.56,27.25,,,,,,,900,1200,,,IM,
Benzyl Penicillin+  Procaine Penicillin,Syphillis,,,,,12,120,,,,,,,,,600,1200,,,IM,
Benzyl Penicillin+  Procaine Penicillin,Upper Respiratory Tract Infection,,,,,12,120,,,,,,,,,1200,2400,,,IM,
Benzyl Penicillin+  Procaine Penicillin,Upper Respiratory Tract Infection,,,1,,,11,,13.55,,,,,,,600,900,,,IM,
Benzyl Penicillin+  Procaine Penicillin,Upper Respiratory Tract Infection,,,1,,,11,27.26,,,,,,,,1200,2400,,,IM,
Benzyl Penicillin+  Procaine Penicillin,Upper Respiratory Tract Infection,,,1,,,11,13.56,27.25,,,,,,,900,1200,,,IM,
Benzyl Penicillin+  Procaine Penicillin,Whipples disease,,,,,12,120,,,,,,,,,1000,1200,,,IM,
Cefaclor,Bacterial Infection,,,1,,,11,,,20,40,,,,,,,,,PO,
Cefaclor,Bronchitis,,,,,18,120,,,,,,,,,750,1500,,,PO,
Cefaclor,Bronchitis,,,1,,,11,,,20,40,,,,,,,,,PO,
Cefaclor,Cystitis,,,1,,,11,,,20,40,,,,,,,,,PO,
Cefaclor,Otitis Media,,,,,12,120,,,,,,,,,750,1500,,,PO,
Cefaclor,Otitis Media,,,1,,,11,,,20,40,,,,,1000,,,,PO,
Cefaclor,Pneumonia,,,,,12,120,,,,,,,,,750,1500,,,PO,
Cefaclor,Pneumonia,,,1,,,11,,,20,40,,,,,,,,,PO,
Cefaclor,Pyelonephritis,,,,,12,120,,,,,,,,,750,1500,,,PO,
Cefaclor,Pyelonephritis,,,1,,,11,,,20,40,,,,,,,,,PO,
Cefaclor,Skin and Structure Infection,,,,,12,120,,,,,,,,,750,1500,,,PO,
Cefaclor,Skin and Structure Infection,,,1,,,11,,,20,40,,,,,,,,,PO,
Cefaclor,Tonsillitis/Pharyngitis,,,,,12,120,,,,,,,,,750,1500,,,PO,
Cefaclor,Tonsillitis/Pharyngitis,,,1,,,11,,,20,40,,,,,,,,,PO,
Cefaclor,Upper Respiratory Tract Infection,,,,,18,120,,,,,,,,,750,1500,,,PO,
Cefaclor,Urinary Tract Infection,,,,,12,120,,,,,,,,,750,1500,,,PO,
Cefaclor,Urinary Tract Infection,,,1,,,11,,,20,40,,,,,,,,,PO,
Cefadroxil,Bacterial Infection,,,1,,,11,,,30,45,,,1000,,,,,,PO,
Cefadroxil,Cystitis,,,,,12,120,,,,,,,,,1000,2000,,,PO,
Cefadroxil,Impetigo,,,1,,,11,,,30,45,,,,,,,,,PO,
Cefadroxil,Osteomyelitis,,,,,18,120,,,,,,,,,1000,2000,,,PO,
Cefadroxil,Pyelonephritis,,,,,12,120,,,,,,,,,1000,2000,,,PO,
Cefadroxil,Skin and Structure Infection,,,1,,,11,,,30,45,,,,,,,,,PO,
Cefadroxil,Skin or Soft Tissue Infection,,,,,12,120,,,,,,,,,750,1000,,,PO,
Cefadroxil,Tonsillitis/Pharyngitis,,,,,12,120,,,,,,,,,750,1000,,,PO,
Cefadroxil,Tonsillitis/Pharyngitis,,,1,,,11,,,30,45,,,,,,,,,PO,
Cefadroxil,Urinary Tract Infection,,,,,12,120,,,,,,,,,1000,2000,,,PO,
Cefadroxil,Urinary Tract Infection,,,1,,,11,,,30,45,,,,,,,,,PO,
Cefazolin,Bacterial Endocarditis Prophylaxis,,,,,12,120,,,,,,,,,1000,2000,,,IM,
Cefazolin,Bacterial Endocarditis Prophylaxis,,,,,12,120,,,,,,,,,1000,2000,,,IV,
Cefazolin,Bacterial Endocarditis Prophylaxis,,,1,,,11,,,50,100,,,1000,,,,,,IM,
Cefazolin,Bacterial Endocarditis Prophylaxis,,,1,,,11,,,50,100,,,1000,,,,,,IV,
Cefazolin,Bacterial Infection (Mild Infections),,,,,12,120,,,,,,,,,750,1500,,,IM,
Cefazolin,Bacterial Infection (Mild Infections),,,,,12,120,,,,,,,,,750,1500,,,IM,
Cefazolin,Bacterial Infection (Moderate Infections),,,,,12,120,,,,,,,,,1500,4000,,,IM,
Cefazolin,Bacterial Infection (Moderate Infections),,,,,12,120,,,,,,,,,1500,4000,,,IM,
Cefazolin,"Bacterial Infection (Severe, life-threatening)",,,,,12,120,,,,,,,,,4000,12000,,,IM,
Cefazolin,"Bacterial Infection (Severe, life-threatening)",,,,,12,120,,,,,,,,,4000,12000,,,IM,
